    0.0912   1.0940E+00   3.3981E-01
    0.0923   1.0990E+00   3.4497E-01
    0.0933   1.1043E+00   3.5005E-01
    0.0944   1.1098E+00   3.5504E-01
    0.0955   1.1155E+00   3.5992E-01
    0.0967   1.1215E+00   3.6468E-01
    0.0978   1.1277E+00   3.6932E-01
    0.0989   1.1341E+00   3.7383E-01
    0.1001   1.1406E+00   3.7820E-01
    0.1013   1.1474E+00   3.8242E-01
    0.1024   1.1544E+00   3.8620E-01
    0.1036   1.1610E+00   3.9011E-01
    0.1048   1.1679E+00   3.9404E-01
    0.1061   1.1750E+00   3.9796E-01
    0.1073   1.1822E+00   4.0184E-01
    0.1086   1.1894E+00   4.0560E-01
    0.1098   1.1968E+00   4.0956E-01
    0.1111   1.2045E+00   4.1358E-01
    0.1124   1.2123E+00   4.1769E-01
    0.1137   1.2205E+00   4.2184E-01
    0.1151   1.2290E+00   4.2600E-01
    0.1164   1.2378E+00   4.3020E-01
    0.1178   1.2470E+00   4.3434E-01
    0.1191   1.2563E+00   4.3865E-01
    0.1205   1.2662E+00   4.4307E-01
    0.1219   1.2765E+00   4.4759E-01
    0.1234   1.2874E+00   4.5248E-01
    0.1248   1.2993E+00   4.5704E-01
    0.1263   1.3117E+00   4.6158E-01
    0.1277   1.3245E+00   4.6694E-01
    0.1292   1.3400E+00   4.7101E-01
    0.1307   1.3558E+00   4.7393E-01
    0.1323   1.3733E+00   4.7504E-01
    0.1338   1.3842E+00   4.7437E-01
    0.1354   1.3967E+00   4.7863E-01
    0.1370   1.4112E+00   4.8541E-01
    0.1386   1.4249E+00   4.9160E-01
    0.1402   1.4413E+00   5.0552E-01
    0.1418   1.4626E+00   5.2271E-01
    0.1435   1.5026E+00   5.7198E-01
    0.1451   1.5787E+00   5.7402E-01
    0.1468   1.6517E+00   5.5967E-01
    0.1486   1.7301E+00   5.3105E-01
    0.1503   1.8057E+00   4.7237E-01
    0.1520   1.8761E+00   3.7335E-01
    0.1538   1.8694E+00   2.5665E-01
    0.1556   1.8467E+00   1.7355E-01
    0.1574   1.8115E+00   1.0109E-01
    0.1593   1.7602E+00   4.8496E-02
    0.1611   1.7016E+00   1.6021E-02
    0.1630   1.6572E+00   2.0755E-02
    0.1649   1.6323E+00   1.3846E-02
    0.1669   1.6089E+00   7.7947E-03
    0.1688   1.5867E+00   2.5142E-03
    0.1708   1.5660E+00   5.3471E-04
    0.1728   1.5491E+00   5.8670E-05
    0.1748   1.5347E+00   3.2592E-05
    0.1768   1.5222E+00   1.8513E-05
    0.1789   1.5111E+00   4.2268E-06
    0.1810   1.5012E+00   1.9842E-06
    0.1831   1.4921E+00   1.3162E-06
    0.1852   1.4839E+00   1.9846E-07
    0.1874   1.4764E+00   1.3804E-07
    0.1896   1.4695E+00   1.2996E-07
    0.1918   1.4630E+00   1.3008E-07
    0.1941   1.4571E+00   1.3000E-07
    0.1963   1.4515E+00   1.2998E-07
    0.1986   1.4463E+00   1.3036E-07
    0.2009   1.4414E+00   1.2958E-07
    0.2033   1.4368E+00   1.2863E-07
    0.2057   1.4325E+00   1.2568E-07
    0.2081   1.4285E+00   1.1978E-07
    0.2105   1.4246E+00   1.1508E-07
    0.2130   1.4210E+00   1.1073E-07
    0.2154   1.4176E+00   1.0702E-07
    0.2180   1.4143E+00   1.0416E-07
    0.2205   1.4112E+00   1.0135E-07
    0.2231   1.4082E+00   9.7788E-08
    0.2257   1.4054E+00   9.4167E-08
    0.2283   1.4027E+00   9.0366E-08
    0.2310   1.4001E+00   8.6614E-08
    0.2337   1.3977E+00   8.3004E-08
    0.2364   1.3953E+00   7.9168E-08
    0.2392   1.3931E+00   7.5202E-08
    0.2420   1.3909E+00   7.0994E-08
    0.2448   1.3889E+00   6.6531E-08
    0.2477   1.3869E+00   6.2585E-08
    0.2506   1.3850E+00   5.9479E-08
    0.2535   1.3831E+00   5.7694E-08
    0.2565   1.3814E+00   5.6296E-08
    0.2594   1.3797E+00   5.5410E-08
    0.2625   1.3780E+00   5.4142E-08
    0.2655   1.3765E+00   5.2718E-08
    0.2686   1.3750E+00   5.1079E-08
    0.2718   1.3735E+00   4.9525E-08
    0.2750   1.3721E+00   4.7996E-08
    0.2782   1.3707E+00   4.6473E-08
    0.2814   1.3694E+00   4.4915E-08
    0.2847   1.3682E+00   4.3322E-08
    0.2880   1.3669E+00   4.1729E-08
    0.2914   1.3658E+00   4.0136E-08
    0.2948   1.3646E+00   3.8555E-08
    0.2983   1.3635E+00   3.6891E-08
    0.3017   1.3624E+00   3.5077E-08
    0.3053   1.3614E+00   3.3113E-08
    0.3088   1.3604E+00   3.1070E-08
    0.3124   1.3594E+00   2.9021E-08
    0.3161   1.3585E+00   2.6973E-08
    0.3198   1.3576E+00   2.4921E-08
    0.3235   1.3567E+00   2.2820E-08
    0.3273   1.3558E+00   2.0694E-08
    0.3311   1.3550E+00   1.8545E-08
    0.3350   1.3542E+00   1.6402E-08
    0.3389   1.3534E+00   1.4178E-08
    0.3429   1.3527E+00   1.1750E-08
    0.3469   1.3519E+00   9.4409E-09
    0.3509   1.3512E+00   7.7899E-09
    0.3550   1.3505E+00   7.1349E-09
    0.3592   1.3498E+00   7.0348E-09
    0.3634   1.3492E+00   6.7431E-09
    0.3676   1.3485E+00   6.2971E-09
    0.3719   1.3479E+00   5.7958E-09
    0.3763   1.3473E+00   5.3616E-09
    0.3807   1.3467E+00   4.9367E-09
    0.3851   1.3462E+00   4.4982E-09
    0.3896   1.3456E+00   4.0365E-09
    0.3942   1.3451E+00   3.5404E-09
    0.3988   1.3445E+00   3.1076E-09
    0.4034   1.3440E+00   2.8087E-09
    0.4081   1.3435E+00   2.6112E-09
    0.4129   1.3430E+00   2.4145E-09
    0.4177   1.3426E+00   2.1893E-09
    0.4226   1.3421E+00   1.9569E-09
    0.4275   1.3416E+00   1.7296E-09
    0.4325   1.3412E+00   1.5043E-09
    0.4376   1.3408E+00   1.2694E-09
    0.4427   1.3404E+00   1.0008E-09
    0.4479   1.3400E+00   7.7771E-10
    0.4531   1.3396E+00   6.7671E-10
    0.4584   1.3392E+00   7.0569E-10
    0.4638   1.3388E+00   7.3721E-10
    0.4692   1.3384E+00   7.3957E-10
    0.4747   1.3381E+00   7.4744E-10
    0.4802   1.3377E+00   7.6058E-10
    0.4858   1.3374E+00   7.7402E-10
    0.4915   1.3370E+00   7.7919E-10
    0.4972   1.3367E+00   7.8660E-10
    0.5031   1.3364E+00   8.3483E-10
    0.5089   1.3361E+00   9.2323E-10
    0.5149   1.3358E+00   1.0106E-09
    0.5209   1.3355E+00   1.0921E-09
    0.5270   1.3352E+00   1.1747E-09
    0.5331   1.3349E+00   1.2758E-09
    0.5394   1.3346E+00   1.3513E-09
    0.5457   1.3343E+00   1.3674E-09
    0.5520   1.3340E+00   1.6754E-09
    0.5585   1.3338E+00   2.4026E-09
    0.5650   1.3335E+00   3.1720E-09
    0.5716   1.3333E+00   3.8760E-09
    0.5783   1.3330E+00   4.6126E-09
    0.5851   1.3328E+00   5.3589E-09
    0.5919   1.3325E+00   6.1035E-09
    0.5988   1.3323E+00   6.8661E-09
    0.6058   1.3321E+00   7.6912E-09
    0.6129   1.3318E+00   8.5490E-09
    0.6201   1.3316E+00   9.4043E-09
    0.6273   1.3314E+00   1.0270E-08
    0.6346   1.3312E+00   1.1217E-08
    0.6420   1.3309E+00   1.1891E-08
    0.6495   1.3307E+00   1.2944E-08
    0.6571   1.3305E+00   1.5696E-08
    0.6648   1.3303E+00   1.8972E-08
    0.6726   1.3301E+00   2.1997E-08
    0.6804   1.3299E+00   2.5198E-08
