    0.1277   2.3094E+00   3.7742E-01   1.7006E+00   2.5494E-01
    0.1292   2.2689E+00   3.5229E-01   1.6676E+00   2.4477E-01
    0.1307   2.2312E+00   3.3039E-01   1.6346E+00   2.3703E-01
    0.1323   2.1958E+00   3.1201E-01   1.6015E+00   2.3222E-01
    0.1338   2.1638E+00   2.9568E-01   1.5689E+00   2.2895E-01
    0.1354   2.1360E+00   2.8207E-01   1.5367E+00   2.2751E-01
    0.1370   2.1092E+00   2.6918E-01   1.5050E+00   2.2742E-01
    0.1386   2.0839E+00   2.5767E-01   1.4737E+00   2.2893E-01
    0.1402   2.0597E+00   2.4517E-01   1.4425E+00   2.3132E-01
    0.1418   2.0363E+00   2.3338E-01   1.4113E+00   2.3512E-01
    0.1435   2.0126E+00   2.2284E-01   1.3800E+00   2.4046E-01
    0.1451   1.9885E+00   2.1344E-01   1.3487E+00   2.4730E-01
    0.1468   1.9647E+00   2.0553E-01   1.3179E+00   2.5616E-01
    0.1486   1.9411E+00   1.9929E-01   1.2878E+00   2.6758E-01
    0.1503   1.9173E+00   1.9480E-01   1.2587E+00   2.7951E-01
    0.1520   1.8934E+00   1.9212E-01   1.2306E+00   2.9245E-01
    0.1538   1.8703E+00   1.9076E-01   1.2032E+00   3.0694E-01
    0.1556   1.8486E+00   1.9202E-01   1.1754E+00   3.2150E-01
    0.1574   1.8286E+00   1.9599E-01   1.1473E+00   3.3615E-01
    0.1593   1.8101E+00   2.0380E-01   1.1189E+00   3.5021E-01
    0.1611   1.7943E+00   2.1011E-01   1.0897E+00   3.6722E-01
    0.1630   1.7820E+00   2.1838E-01   1.0592E+00   3.8527E-01
    0.1649   1.7704E+00   2.2496E-01   1.0290E+00   4.0605E-01
    0.1669   1.7602E+00   2.3074E-01   9.9866E-01   4.2924E-01
    0.1688   1.7521E+00   2.3567E-01   9.6789E-01   4.5502E-01
    0.1708   1.7438E+00   2.3980E-01   9.3821E-01   4.8303E-01
    0.1728   1.7361E+00   2.4306E-01   9.0921E-01   5.1347E-01
    0.1748   1.7289E+00   2.4543E-01   8.8092E-01   5.4641E-01
    0.1768   1.7260E+00   2.4536E-01   8.5145E-01   5.8274E-01
    0.1789   1.7178E+00   2.4667E-01   8.2572E-01   6.2051E-01
    0.1810   1.7088E+00   2.4762E-01   8.0159E-01   6.6071E-01
    0.1831   1.6988E+00   2.4819E-01   7.7911E-01   7.0340E-01
    0.1852   1.6867E+00   2.4350E-01   7.5645E-01   7.5207E-01
    0.1874   1.6749E+00   2.4436E-01   7.3792E-01   7.9924E-01
    0.1896   1.6625E+00   2.4667E-01   7.2199E-01   8.4783E-01
    0.1918   1.6494E+00   2.5048E-01   7.0873E-01   8.9789E-01
    0.1941   1.6357E+00   2.5585E-01   6.9827E-01   9.4946E-01
    0.1963   1.6186E+00   2.6328E-01   6.9332E-01   1.0047E+00
    0.1986   1.6047E+00   2.7168E-01   6.8748E-01   1.0584E+00
    0.2009   1.5913E+00   2.8158E-01   6.8352E-01   1.1127E+00
    0.2033   1.5785E+00   2.9303E-01   6.8151E-01   1.1678E+00
    0.2057   1.5635E+00   3.0635E-01   6.8303E-01   1.2206E+00
    0.2081   1.5526E+00   3.2096E-01   6.8460E-01   1.2781E+00
    0.2105   1.5435E+00   3.3716E-01   6.8760E-01   1.3377E+00
    0.2130   1.5366E+00   3.5551E-01   6.9156E-01   1.3996E+00
    0.2154   1.5303E+00   3.7257E-01   7.0011E-01   1.4629E+00
    0.2180   1.5247E+00   3.8849E-01   7.1352E-01   1.5279E+00
    0.2205   1.5185E+00   4.0301E-01   7.3461E-01   1.5939E+00
    0.2231   1.5118E+00   4.1908E-01   7.5932E-01   1.6598E+00
    0.2257   1.5051E+00   4.3688E-01   7.8737E-01   1.7259E+00
    0.2283   1.5006E+00   4.6048E-01   8.1376E-01   1.7891E+00
    0.2310   1.4985E+00   4.8460E-01   8.4524E-01   1.8549E+00
    0.2337   1.4987E+00   5.0958E-01   8.8144E-01   1.9233E+00
    0.2364   1.5023E+00   5.3432E-01   9.2643E-01   1.9915E+00
    0.2392   1.5077E+00   5.5826E-01   9.8064E-01   2.0588E+00
    0.2420   1.5149E+00   5.8149E-01   1.0427E+00   2.1234E+00
    0.2448   1.5238E+00   6.0426E-01   1.1104E+00   2.1826E+00
    0.2477   1.5355E+00   6.2659E-01   1.1868E+00   2.2368E+00
    0.2506   1.5467E+00   6.4823E-01   1.2633E+00   2.2842E+00
    0.2535   1.5590E+00   6.6926E-01   1.3438E+00   2.3251E+00
    0.2565   1.5711E+00   6.8883E-01   1.4283E+00   2.3596E+00
    0.2594   1.5874E+00   7.1005E-01   1.5169E+00   2.3869E+00
    0.2625   1.6064E+00   7.3180E-01   1.6097E+00   2.4070E+00
    0.2655   1.6285E+00   7.5539E-01   1.7086E+00   2.4209E+00
    0.2686   1.6526E+00   7.7378E-01   1.8046E+00   2.4206E+00
    0.2718   1.6803E+00   7.8996E-01   1.9068E+00   2.4080E+00
    0.2750   1.7080E+00   8.0256E-01   1.9946E+00   2.3853E+00
    0.2782   1.7366E+00   8.1169E-01   2.0726E+00   2.3510E+00
    0.2814   1.7649E+00   8.1851E-01   2.1423E+00   2.3112E+00
    0.2847   1.7929E+00   8.2268E-01   2.2029E+00   2.2641E+00
    0.2880   1.8205E+00   8.2524E-01   2.2546E+00   2.2206E+00
    0.2914   1.8477E+00   8.2574E-01   2.2963E+00   2.1775E+00
    0.2948   1.8743E+00   8.2492E-01   2.3369E+00   2.1369E+00
    0.2983   1.9002E+00   8.2202E-01   2.3728E+00   2.1000E+00
    0.3017   1.9257E+00   8.1825E-01   2.4056E+00   2.0621E+00
    0.3053   1.9507E+00   8.1316E-01   2.4347E+00   2.0247E+00
    0.3088   1.9755E+00   8.0695E-01   2.4597E+00   1.9877E+00
    0.3124   1.9981E+00   7.9811E-01   2.4813E+00   1.9519E+00
    0.3161   2.0189E+00   7.8613E-01   2.4987E+00   1.9166E+00
    0.3198   2.0385E+00   7.7485E-01   2.5138E+00   1.8838E+00
    0.3235   2.0565E+00   7.6325E-01   2.5254E+00   1.8531E+00
    0.3273   2.0734E+00   7.5129E-01   2.5354E+00   1.8245E+00
    0.3311   2.0890E+00   7.3893E-01   2.5425E+00   1.7978E+00
    0.3350   2.1033E+00   7.2629E-01   2.5490E+00   1.7735E+00
    0.3389   2.1163E+00   7.1336E-01   2.5545E+00   1.7518E+00
    0.3429   2.1282E+00   7.0000E-01   2.5589E+00   1.7331E+00
    0.3469   2.1372E+00   6.8698E-01   2.5629E+00   1.7154E+00
    0.3509   2.1419E+00   6.7192E-01   2.5654E+00   1.6995E+00
    0.3550   2.1489E+00   6.6197E-01   2.5691E+00   1.6854E+00
    0.3592   2.1565E+00   6.5532E-01   2.5732E+00   1.6732E+00
    0.3634   2.1645E+00   6.5384E-01   2.5780E+00   1.6635E+00
    0.3676   2.1735E+00   6.4837E-01   2.5826E+00   1.6532E+00
    0.3719   2.1835E+00   6.4222E-01   2.5874E+00   1.6435E+00
    0.3763   2.1956E+00   6.3475E-01   2.5926E+00   1.6345E+00
    0.3807   2.2065E+00   6.2764E-01   2.5975E+00   1.6259E+00
    0.3851   2.2175E+00   6.2020E-01   2.6024E+00   1.6178E+00
    0.3896   2.2287E+00   6.1242E-01   2.6073E+00   1.6103E+00
    0.3942   2.2406E+00   6.0512E-01   2.6121E+00   1.6038E+00
    0.3988   2.2517E+00   5.9603E-01   2.6169E+00   1.5972E+00
    0.4034   2.2626E+00   5.8607E-01   2.6217E+00   1.5909E+00
    0.4081   2.2733E+00   5.7522E-01   2.6265E+00   1.5851E+00
    0.4129   2.2839E+00   5.6344E-01   2.6312E+00   1.5796E+00
    0.4177   2.2942E+00   5.5071E-01   2.6359E+00   1.5745E+00
    0.4226   2.3072E+00   5.2807E-01   2.6403E+00   1.5713E+00
    0.4275   2.3167E+00   5.1448E-01   2.6449E+00   1.5669E+00
    0.4325   2.3257E+00   5.0098E-01   2.6495E+00   1.5628E+00
    0.4376   2.3340E+00   4.8757E-01   2.6541E+00   1.5590E+00
    0.4427   2.3417E+00   4.7428E-01   2.6587E+00   1.5555E+00
    0.4479   2.3488E+00   4.6109E-01   2.6633E+00   1.5523E+00
    0.4531   2.3551E+00   4.4802E-01   2.6678E+00   1.5495E+00
    0.4584   2.3608E+00   4.3509E-01   2.6723E+00   1.5470E+00
    0.4638   2.3657E+00   4.2228E-01   2.6768E+00   1.5448E+00
    0.4692   2.3698E+00   4.0963E-01   2.6812E+00   1.5430E+00
    0.4747   2.3731E+00   3.9712E-01   2.6857E+00   1.5416E+00
    0.4802   2.3756E+00   3.8478E-01   2.6900E+00   1.5406E+00
    0.4858   2.3772E+00   3.7261E-01   2.6944E+00   1.5399E+00
    0.4915   2.3780E+00   3.6062E-01   2.6987E+00   1.5397E+00
    0.4972   2.3384E+00   3.4908E-01   2.6975E+00   1.5514E+00
    0.5031   2.3381E+00   3.3748E-01   2.7019E+00   1.5519E+00
    0.5089   2.3376E+00   3.2608E-01   2.7063E+00   1.5526E+00
    0.5149   2.3371E+00   3.1490E-01   2.7108E+00   1.5535E+00
    0.5209   2.3364E+00   3.0394E-01   2.7153E+00   1.5546E+00
    0.5270   2.3357E+00   2.9322E-01   2.7200E+00   1.5559E+00
    0.5331   2.3349E+00   2.8274E-01   2.7247E+00   1.5575E+00
    0.5394   2.3339E+00   2.7253E-01   2.7296E+00   1.5593E+00
    0.5457   2.3329E+00   2.6258E-01   2.7345E+00   1.5614E+00
    0.5520   2.3317E+00   2.5293E-01   2.7395E+00   1.5637E+00
    0.5585   2.3305E+00   2.4356E-01   2.7446E+00   1.5663E+00
    0.5650   2.3291E+00   2.3451E-01   2.7498E+00   1.5692E+00
    0.5716   2.3276E+00   2.2578E-01   2.7551E+00   1.5724E+00
    0.5783   2.3260E+00   2.1739E-01   2.7605E+00   1.5758E+00
    0.5851   2.3243E+00   2.0935E-01   2.7660E+00   1.5796E+00
    0.5919   2.3224E+00   2.0168E-01   2.7716E+00   1.5837E+00
    0.5988   2.3204E+00   1.9439E-01   2.7773E+00   1.5881E+00
    0.6058   2.3183E+00   1.8749E-01   2.7831E+00   1.5928E+00
    0.6129   2.3160E+00   1.8101E-01   2.7890E+00   1.5979E+00
    0.6201   2.3136E+00   1.7496E-01   2.7950E+00   1.6034E+00
    0.6273   2.3021E+00   1.8960E-01   2.7999E+00   1.6243E+00
    0.6346   2.2995E+00   1.8415E-01   2.8061E+00   1.6303E+00
    0.6420   2.2969E+00   1.7878E-01   2.8126E+00   1.6364E+00
    0.6495   2.2944E+00   1.7350E-01   2.8191E+00   1.6425E+00
    0.6571   2.2918E+00   1.6832E-01   2.8258E+00   1.6488E+00
    0.6648   2.2893E+00   1.6323E-01   2.8327E+00   1.6551E+00
    0.6726   2.2867E+00   1.5825E-01   2.8397E+00   1.6616E+00
    0.6804   2.2842E+00   1.5337E-01   2.8469E+00   1.6681E+00
    0.6884   2.2817E+00   1.4861E-01   2.8543E+00   1.6748E+00
    0.6964   2.2792E+00   1.4396E-01   2.8618E+00   1.6815E+00
    0.7046   2.2768E+00   1.3944E-01   2.8695E+00   1.6884E+00
    0.7128   2.2744E+00   1.3504E-01   2.8773E+00   1.6954E+00
    0.7211   2.2719E+00   1.3079E-01   2.8854E+00   1.7025E+00
    0.7296   2.2696E+00   1.2667E-01   2.8936E+00   1.7097E+00
    0.7381   2.2672E+00   1.2270E-01   2.9020E+00   1.7170E+00
    0.7467   2.2649E+00   1.1888E-01   2.9106E+00   1.7245E+00
    0.7554   2.2626E+00   1.1523E-01   2.9195E+00   1.7321E+00
    0.7643   2.2604E+00   1.1174E-01   2.9285E+00   1.7398E+00
    0.7732   2.2581E+00   1.0842E-01   2.9377E+00   1.7476E+00
    0.7822   2.2560E+00   1.0528E-01   2.9471E+00   1.7555E+00
    0.7914   2.2538E+00   1.0233E-01   2.9568E+00   1.7636E+00
    0.8006   2.2534E+00   1.0969E-01   2.9747E+00   1.7786E+00
    0.8100   2.2514E+00   1.0704E-01   2.9847E+00   1.7869E+00
    0.8194   2.2493E+00   1.0442E-01   2.9948E+00   1.7952E+00
    0.8290   2.2473E+00   1.0183E-01   3.0050E+00   1.8035E+00
    0.8387   2.2452E+00   9.9271E-02   3.0153E+00   1.8118E+00
    0.8485   2.2432E+00   9.6748E-02   3.0256E+00   1.8201E+00
    0.8584   2.2412E+00   9.4260E-02   3.0361E+00   1.8284E+00
    0.8684   2.2392E+00   9.1811E-02   3.0467E+00   1.8368E+00
    0.8786   2.2373E+00   8.9402E-02   3.0573E+00   1.8451E+00
    0.8888   2.2353E+00   8.7036E-02   3.0680E+00   1.8535E+00
    0.8992   2.2334E+00   8.4714E-02   3.0789E+00   1.8618E+00
    0.9097   2.2315E+00   8.2439E-02   3.0898E+00   1.8701E+00
    0.9204   2.2297E+00   8.0213E-02   3.1008E+00   1.8785E+00
    0.9311   2.2278E+00   7.8038E-02   3.1119E+00   1.8868E+00
    0.9420   2.2260E+00   7.5917E-02   3.1230E+00   1.8951E+00
    0.9530   2.2242E+00   7.3852E-02   3.1343E+00   1.9034E+00
    0.9641   2.2225E+00   7.1847E-02   3.1457E+00   1.9117E+00
    0.9754   2.2208E+00   6.9902E-02   3.1572E+00   1.9200E+00
    0.9868   2.2191E+00   6.8022E-02   3.1687E+00   1.9282E+00
    0.9983   2.2175E+00   6.6209E-02   3.1804E+00   1.9364E+00
    1.0100   2.2158E+00   6.4466E-02   3.1921E+00   1.9446E+00
    1.0218   2.2143E+00   6.2796E-02   3.2039E+00   1.9528E+00
    1.0337   2.2128E+00   6.1202E-02   3.2158E+00   1.9609E+00
    1.0458   2.2113E+00   5.9686E-02   3.2278E+00   1.9690E+00
    1.0580   2.2099E+00   5.8253E-02   3.2400E+00   1.9771E+00
    1.0704   2.2085E+00   5.6906E-02   3.2521E+00   1.9851E+00
    1.0829   2.2109E+00   6.2783E-02   3.2691E+00   1.9833E+00
    1.0956   2.2095E+00   6.1532E-02   3.2814E+00   1.9914E+00
    1.1084   2.2082E+00   6.0301E-02   3.2937E+00   1.9994E+00
    1.1213   2.2069E+00   5.9089E-02   3.3061E+00   2.0075E+00
    1.1344   2.2056E+00   5.7899E-02   3.3186E+00   2.0157E+00
    1.1477   2.2044E+00   5.6731E-02   3.3311E+00   2.0239E+00
    1.1611   2.2031E+00   5.5586E-02   3.3436E+00   2.0321E+00
    1.1746   2.2019E+00   5.4466E-02   3.3561E+00   2.0404E+00
    1.1884   2.2007E+00   5.3371E-02   3.3687E+00   2.0487E+00
    1.2023   2.1995E+00   5.2303E-02   3.3813E+00   2.0571E+00
    1.2163   2.1983E+00   5.1263E-02   3.3939E+00   2.0655E+00
    1.2305   2.1972E+00   5.0253E-02   3.4066E+00   2.0740E+00
    1.2449   2.1961E+00   4.9273E-02   3.4192E+00   2.0825E+00
    1.2594   2.1950E+00   4.8325E-02   3.4319E+00   2.0910E+00
    1.2742   2.1939E+00   4.7411E-02   3.4446E+00   2.0996E+00
    1.2890   2.1929E+00   4.6531E-02   3.4573E+00   2.1082E+00
    1.3041   2.1919E+00   4.5688E-02   3.4700E+00   2.1169E+00
    1.3193   2.1909E+00   4.4883E-02   3.4827E+00   2.1256E+00
    1.3348   2.1900E+00   4.4117E-02   3.4954E+00   2.1343E+00
    1.3504   2.1890E+00   4.3392E-02   3.5081E+00   2.1430E+00
    1.3661   2.1887E+00   4.3372E-02   3.5212E+00   2.1512E+00
    1.3821   2.1878E+00   4.2695E-02   3.5339E+00   2.1601E+00
    1.3982   2.1869E+00   4.2033E-02   3.5465E+00   2.1690E+00
    1.4146   2.1861E+00   4.1384E-02   3.5591E+00   2.1779E+00
    1.4311   2.1852E+00   4.0751E-02   3.5717E+00   2.1870E+00
    1.4478   2.1844E+00   4.0133E-02   3.5842E+00   2.1961E+00
    1.4647   2.1836E+00   3.9533E-02   3.5967E+00   2.2052E+00
    1.4819   2.1828E+00   3.8949E-02   3.6090E+00   2.2144E+00
    1.4992   2.1821E+00   3.8383E-02   3.6214E+00   2.2237E+00
    1.5167   2.1813E+00   3.7837E-02   3.6336E+00   2.2330E+00
    1.5344   2.1806E+00   3.7310E-02   3.6458E+00   2.2424E+00
    1.5523   2.1799E+00   3.6804E-02   3.6579E+00   2.2518E+00
    1.5705   2.1794E+00   3.6493E-02   3.6675E+00   2.2606E+00
    1.5888   2.1787E+00   3.6013E-02   3.6797E+00   2.2703E+00
    1.6074   2.1780E+00   3.5541E-02   3.6919E+00   2.2800E+00
    1.6262   2.1773E+00   3.5080E-02   3.7043E+00   2.2898E+00
    1.6452   2.1767E+00   3.4630E-02   3.7167E+00   2.2997E+00
    1.6644   2.1760E+00   3.4190E-02   3.7293E+00   2.3098E+00
    1.6838   2.1754E+00   3.3762E-02   3.7419E+00   2.3199E+00
    1.7035   2.1747E+00   3.3346E-02   3.7547E+00   2.3302E+00
    1.7234   2.1741E+00   3.2943E-02   3.7675E+00   2.3405E+00
    1.7436   2.1735E+00   3.2553E-02   3.7804E+00   2.3510E+00
    1.7639   2.1729E+00   3.2177E-02   3.7934E+00   2.3616E+00
    1.7845   2.1724E+00   3.1965E-02   3.8080E+00   2.3727E+00
    1.8054   2.1718E+00   3.1611E-02   3.8211E+00   2.3835E+00
    1.8265   2.1712E+00   3.1266E-02   3.8342E+00   2.3944E+00
    1.8478   2.1706E+00   3.0928E-02   3.8474E+00   2.4054E+00
    1.8694   2.1701E+00   3.0598E-02   3.8605E+00   2.4165E+00
    1.8913   2.1695E+00   3.0277E-02   3.8737E+00   2.4277E+00
    1.9134   2.1690E+00   2.9965E-02   3.8869E+00   2.4390E+00
    1.9357   2.1684E+00   2.9663E-02   3.9000E+00   2.4504E+00
    1.9583   2.1679E+00   2.9370E-02   3.9132E+00   2.4619E+00
    1.9812   2.1674E+00   2.9087E-02   3.9263E+00   2.4735E+00
    2.0044   2.1669E+00   2.8815E-02   3.9394E+00   2.4852E+00
    2.0278   2.1664E+00   2.8597E-02   3.9511E+00   2.4968E+00
    2.0515   2.1659E+00   2.8344E-02   3.9643E+00   2.5087E+00
    2.0755   2.1654E+00   2.8097E-02   3.9777E+00   2.5207E+00
    2.0997   2.1649E+00   2.7859E-02   3.9911E+00   2.5329E+00
    2.1242   2.1645E+00   2.7629E-02   4.0046E+00   2.5451E+00
    2.1491   2.1640E+00   2.7408E-02   4.0183E+00   2.5575E+00
    2.1742   2.1636E+00   2.7200E-02   4.0322E+00   2.5700E+00
    2.1996   2.1631E+00   2.6993E-02   4.0459E+00   2.5825E+00
    2.2253   2.1627E+00   2.6792E-02   4.0597E+00   2.5951E+00
    2.2513   2.1622E+00   2.6596E-02   4.0734E+00   2.6078E+00
    2.2776   2.1618E+00   2.6406E-02   4.0871E+00   2.6205E+00
    2.3042   2.1614E+00   2.6223E-02   4.1008E+00   2.6333E+00
    2.3311   2.1610E+00   2.6060E-02   4.1143E+00   2.6448E+00
    2.3584   2.1606E+00   2.5888E-02   4.1280E+00   2.6579E+00
    2.3859   2.1602E+00   2.5721E-02   4.1417E+00   2.6712E+00
    2.4138   2.1598E+00   2.5560E-02   4.1553E+00   2.6847E+00
    2.4420   2.1593E+00   2.5405E-02   4.1690E+00   2.6985E+00
    2.4705   2.1589E+00   2.5256E-02   4.1827E+00   2.7125E+00
    2.4994   2.1585E+00   2.5114E-02   4.1963E+00   2.7267E+00
    2.5286   2.1578E+00   2.4987E-02   4.2085E+00   2.7411E+00
    2.5581   2.1575E+00   2.4856E-02   4.2224E+00   2.7558E+00
    2.5880   2.1571E+00   2.4730E-02   4.2365E+00   2.7709E+00
    2.6183   2.1570E+00   2.4609E-02   4.2511E+00   2.7864E+00
    2.6489   2.1562E+00   2.4499E-02   4.2652E+00   2.8011E+00
    2.6798   2.1560E+00   2.4390E-02   4.2807E+00   2.8164E+00
    2.7111   2.1556E+00   2.4298E-02   4.2954E+00   2.8316E+00
    2.7428   2.1552E+00   2.4203E-02   4.3106E+00   2.8465E+00
    2.7749   2.1549E+00   2.4109E-02   4.3261E+00   2.8622E+00
    2.8073   2.1543E+00   2.4024E-02   4.3410E+00   2.8772E+00
    2.8401   2.1540E+00   2.3941E-02   4.3563E+00   2.8928E+00
    2.8733   2.1536E+00   2.3868E-02   4.3711E+00   2.9078E+00
    2.9068   2.1533E+00   2.3796E-02   4.3871E+00   2.9232E+00
    2.9408   2.1528E+00   2.3733E-02   4.4020E+00   2.9385E+00
    2.9752   2.1525E+00   2.3670E-02   4.4176E+00   2.9535E+00
    3.0099   2.1518E+00   2.3614E-02   4.4334E+00   2.9691E+00
    3.0451   2.1515E+00   2.3563E-02   4.4480E+00   2.9843E+00
    3.0807   2.1511E+00   2.3518E-02   4.4630E+00   3.0005E+00
    3.1167   2.1507E+00   2.3477E-02   4.4777E+00   3.0161E+00
    3.1531   2.1503E+00   2.3438E-02   4.4931E+00   3.0325E+00
    3.1899   2.1499E+00   2.3407E-02   4.5084E+00   3.0494E+00
    3.2272   2.1495E+00   2.3378E-02   4.5238E+00   3.0663E+00
    3.2649   2.1490E+00   2.3353E-02   4.5397E+00   3.0829E+00
    3.3031   2.1487E+00   2.3334E-02   4.5551E+00   3.1006E+00
    3.3416   2.1480E+00   2.3320E-02   4.5712E+00   3.1175E+00
    3.3807   2.1476E+00   2.3308E-02   4.5871E+00   3.1347E+00
    3.4202   2.1472E+00   2.3301E-02   4.6029E+00   3.1517E+00
    3.4602   2.1469E+00   2.3298E-02   4.6189E+00   3.1688E+00
    3.5006   2.1465E+00   2.3300E-02   4.6350E+00   3.1861E+00
    3.5415   2.1460E+00   2.3309E-02   4.6521E+00   3.2037E+00
    3.5829   2.1455E+00   2.3321E-02   4.6683E+00   3.2212E+00
    3.6247   2.1451E+00   2.3337E-02   4.6845E+00   3.2387E+00
    3.6671   2.1446E+00   2.3359E-02   4.7006E+00   3.2563E+00
    3.7099   2.1441E+00   2.3385E-02   4.7166E+00   3.2739E+00
    3.7533   2.1436E+00   2.3417E-02   4.7326E+00   3.2915E+00
    3.7971   2.1430E+00   2.3460E-02   4.7481E+00   3.3086E+00
    3.8415   2.1425E+00   2.3501E-02   4.7641E+00   3.3266E+00
    3.8864   2.1420E+00   2.3546E-02   4.7802E+00   3.3450E+00
    3.9318   2.1414E+00   2.3595E-02   4.7963E+00   3.3635E+00
    3.9777   2.1409E+00   2.3648E-02   4.8124E+00   3.3824E+00
    4.0242   2.1404E+00   2.3705E-02   4.8287E+00   3.4016E+00
    4.0712   2.1398E+00   2.3768E-02   4.8449E+00   3.4210E+00
    4.1188   2.1393E+00   2.3835E-02   4.8612E+00   3.4407E+00
    4.1669   2.1388E+00   2.3911E-02   4.8777E+00   3.4633E+00
    4.2156   2.1383E+00   2.3988E-02   4.8941E+00   3.4835E+00
    4.2649   2.1377E+00   2.4069E-02   4.9105E+00   3.5038E+00
    4.3147   2.1371E+00   2.4155E-02   4.9269E+00   3.5244E+00
    4.3651   2.1365E+00   2.4247E-02   4.9433E+00   3.5450E+00
    4.4161   2.1359E+00   2.4344E-02   4.9598E+00   3.5658E+00
    4.4677   2.1353E+00   2.4446E-02   4.9763E+00   3.5868E+00
    4.5199   2.1347E+00   2.4554E-02   4.9928E+00   3.6079E+00
    4.5727   2.1341E+00   2.4667E-02   5.0093E+00   3.6291E+00
    4.6262   2.1335E+00   2.4787E-02   5.0257E+00   3.6505E+00
    4.6802   2.1328E+00   2.4913E-02   5.0422E+00   3.6721E+00
    4.7349   2.1322E+00   2.5077E-02   5.0569E+00   3.6901E+00
    4.7902   2.1315E+00   2.5213E-02   5.0735E+00   3.7121E+00
    4.8462   2.1308E+00   2.5354E-02   5.0902E+00   3.7346E+00
    4.9028   2.1301E+00   2.5499E-02   5.1070E+00   3.7576E+00
    4.9601   2.1294E+00   2.5649E-02   5.1240E+00   3.7810E+00
    5.0181   2.1287E+00   2.5803E-02   5.1410E+00   3.8049E+00
    5.0767   2.1279E+00   2.5963E-02   5.1582E+00   3.8292E+00
    5.1360   2.1272E+00   2.6126E-02   5.1755E+00   3.8540E+00
    5.1960   2.1265E+00   2.6290E-02   5.1927E+00   3.8803E+00
    5.2568   2.1257E+00   2.6468E-02   5.2103E+00   3.9054E+00
    5.3182   2.1248E+00   2.6653E-02   5.2282E+00   3.9306E+00
    5.3803   2.1239E+00   2.6846E-02   5.2463E+00   3.9558E+00
    5.4432   2.1230E+00   2.7046E-02   5.2653E+00   3.9806E+00
    5.5068   2.1221E+00   2.7257E-02   5.2833E+00   4.0063E+00
    5.5711   2.1211E+00   2.7478E-02   5.3010E+00   4.0323E+00
    5.6362   2.1202E+00   2.7709E-02   5.3185E+00   4.0586E+00
    5.7021   2.1192E+00   2.7950E-02   5.3356E+00   4.0853E+00
    5.7687   2.1182E+00   2.8201E-02   5.3525E+00   4.1124E+00
    5.8361   2.1172E+00   2.8495E-02   5.3833E+00   4.1299E+00
    5.9043   2.1161E+00   2.8766E-02   5.3984E+00   4.1585E+00
    5.9733   2.1151E+00   2.9045E-02   5.4116E+00   4.1885E+00
    6.0431   2.1140E+00   2.9333E-02   5.4230E+00   4.2200E+00
    6.1137   2.1130E+00   2.9629E-02   5.4324E+00   4.2529E+00
    6.1851   2.1121E+00   2.9936E-02   5.4357E+00   4.2949E+00
    6.2574   2.1108E+00   3.0262E-02   5.4009E+00   4.3995E+00
    6.3305   2.1095E+00   3.0598E-02   5.7379E+00   4.2350E+00
    6.4045   2.1085E+00   3.0943E-02   5.5943E+00   4.2998E+00
    6.4793   2.1071E+00   3.1303E-02   5.5887E+00   4.3414E+00
