    0.0912   1.4174E+00   9.0620E-01
    0.0923   1.4381E+00   9.2607E-01
    0.0933   1.4678E+00   9.4323E-01
    0.0944   1.5019E+00   9.5314E-01
    0.0955   1.5364E+00   9.5694E-01
    0.0967   1.5704E+00   9.5653E-01
    0.0978   1.6016E+00   9.5284E-01
    0.0989   1.6308E+00   9.4992E-01
    0.1001   1.6612E+00   9.4866E-01
    0.1013   1.6942E+00   9.4543E-01
    0.1024   1.7267E+00   9.4508E-01
    0.1036   1.7697E+00   9.3710E-01
    0.1048   1.8108E+00   9.2296E-01
    0.1061   1.8515E+00   9.0299E-01
    0.1073   1.8974E+00   8.7560E-01
    0.1086   1.9094E+00   8.2992E-01
    0.1098   1.9228E+00   8.0715E-01
    0.1111   1.9358E+00   7.8952E-01
    0.1124   1.9462E+00   7.8117E-01
    0.1137   1.9741E+00   7.7545E-01
    0.1151   2.0016E+00   7.6595E-01
    0.1164   2.0316E+00   7.5639E-01
    0.1178   2.0619E+00   7.7777E-01
    0.1191   2.1475E+00   7.5730E-01
    0.1205   2.2232E+00   7.1407E-01
    0.1219   2.2964E+00   6.4761E-01
    0.1234   2.3498E+00   5.4225E-01
    0.1248   2.3734E+00   4.4707E-01
    0.1263   2.3896E+00   3.4200E-01
    0.1277   2.3906E+00   1.7448E-01
    0.1292   2.2733E+00   6.7778E-02
    0.1307   2.1711E+00   4.4123E-02
    0.1323   2.1052E+00   3.5524E-02
    0.1338   2.0543E+00   2.9722E-02
    0.1354   2.0125E+00   2.8898E-02
    0.1370   1.9784E+00   2.8464E-02
    0.1386   1.9501E+00   2.9051E-02
    0.1402   1.9256E+00   2.9003E-02
    0.1418   1.9041E+00   2.8993E-02
    0.1435   1.8849E+00   2.9001E-02
    0.1451   1.8676E+00   2.9000E-02
    0.1468   1.8519E+00   2.9000E-02
    0.1486   1.8376E+00   2.9000E-02
    0.1503   1.8244E+00   2.9000E-02
    0.1520   1.8123E+00   2.9000E-02
    0.1538   1.8010E+00   2.9000E-02
    0.1556   1.7906E+00   2.9000E-02
    0.1574   1.7809E+00   2.9000E-02
    0.1593   1.7718E+00   2.9000E-02
    0.1611   1.7632E+00   2.9000E-02
    0.1630   1.7552E+00   2.9000E-02
    0.1649   1.7477E+00   2.9000E-02
    0.1669   1.7406E+00   2.9000E-02
    0.1688   1.7338E+00   2.9000E-02
    0.1708   1.7275E+00   2.9000E-02
    0.1728   1.7215E+00   2.9000E-02
    0.1748   1.7158E+00   2.9000E-02
    0.1768   1.7103E+00   2.9000E-02
    0.1789   1.7052E+00   2.9000E-02
    0.1810   1.7003E+00   2.9000E-02
    0.1831   1.6956E+00   2.9000E-02
    0.1852   1.6911E+00   2.9000E-02
    0.1874   1.6869E+00   2.9000E-02
    0.1896   1.6828E+00   2.9000E-02
    0.1918   1.6789E+00   2.9000E-02
    0.1941   1.6752E+00   2.9000E-02
    0.1963   1.6716E+00   2.9000E-02
    0.1986   1.6682E+00   2.9000E-02
    0.2009   1.6649E+00   2.9000E-02
    0.2033   1.6618E+00   2.9000E-02
    0.2057   1.6588E+00   2.9000E-02
    0.2081   1.6559E+00   2.9000E-02
    0.2105   1.6531E+00   2.9000E-02
    0.2130   1.6505E+00   2.9000E-02
    0.2154   1.6479E+00   2.9000E-02
    0.2180   1.6454E+00   2.9000E-02
    0.2205   1.6431E+00   2.9000E-02
    0.2231   1.6408E+00   2.9000E-02
    0.2257   1.6386E+00   2.9000E-02
    0.2283   1.6365E+00   2.9000E-02
    0.2310   1.6345E+00   2.9000E-02
    0.2337   1.6325E+00   2.9000E-02
    0.2364   1.6306E+00   2.9000E-02
    0.2392   1.6288E+00   2.9000E-02
    0.2420   1.6270E+00   2.9000E-02
    0.2448   1.6254E+00   2.9000E-02
    0.2477   1.6237E+00   2.9000E-02
    0.2506   1.6222E+00   2.9000E-02
    0.2535   1.6206E+00   2.9000E-02
    0.2565   1.6192E+00   2.9000E-02
    0.2594   1.6178E+00   2.9000E-02
    0.2625   1.6164E+00   2.9000E-02
    0.2655   1.6151E+00   2.9000E-02
    0.2686   1.6138E+00   2.9000E-02
    0.2718   1.6126E+00   2.9000E-02
    0.2750   1.6114E+00   2.9000E-02
    0.2782   1.6103E+00   2.9000E-02
    0.2814   1.6092E+00   2.9000E-02
    0.2847   1.6081E+00   2.9000E-02
    0.2880   1.6071E+00   2.9000E-02
    0.2914   1.6061E+00   2.9000E-02
    0.2948   1.6051E+00   2.9000E-02
    0.2983   1.6042E+00   2.9000E-02
    0.3017   1.6033E+00   2.9000E-02
    0.3053   1.6024E+00   2.9000E-02
    0.3088   1.6016E+00   2.9000E-02
    0.3124   1.6008E+00   2.9000E-02
    0.3161   1.6000E+00   2.9000E-02
