    0.0912   1.4513E+00   7.5338E-01
    0.0923   1.4598E+00   7.4958E-01
    0.0933   1.4678E+00   7.4536E-01
    0.0944   1.4762E+00   7.4257E-01
    0.0955   1.4870E+00   7.4058E-01
    0.0967   1.4997E+00   7.3565E-01
    0.0978   1.5103E+00   7.2804E-01
    0.0989   1.5191E+00   7.2148E-01
    0.1001   1.5281E+00   7.1556E-01
    0.1013   1.5373E+00   7.0922E-01
    0.1024   1.5471E+00   6.9987E-01
    0.1036   1.5516E+00   6.9286E-01
    0.1048   1.5568E+00   6.8735E-01
    0.1061   1.5620E+00   6.8306E-01
    0.1073   1.5657E+00   6.8029E-01
    0.1086   1.5769E+00   6.8154E-01
    0.1098   1.5877E+00   6.7745E-01
    0.1111   1.5984E+00   6.7194E-01
    0.1124   1.6111E+00   6.6226E-01
    0.1137   1.6129E+00   6.5302E-01
    0.1151   1.6164E+00   6.4846E-01
    0.1164   1.6203E+00   6.4622E-01
    0.1178   1.6242E+00   6.5318E-01
    0.1191   1.6410E+00   6.5298E-01
    0.1205   1.6565E+00   6.5000E-01
    0.1219   1.6725E+00   6.4441E-01
    0.1234   1.6896E+00   6.3834E-01
    0.1248   1.7081E+00   6.2639E-01
    0.1263   1.7253E+00   6.1068E-01
    0.1277   1.7415E+00   5.8731E-01
    0.1292   1.7473E+00   5.6493E-01
    0.1307   1.7518E+00   5.4226E-01
    0.1323   1.7566E+00   5.1667E-01
    0.1338   1.7405E+00   4.8826E-01
    0.1354   1.7240E+00   4.7384E-01
    0.1370   1.7046E+00   4.6613E-01
    0.1386   1.6976E+00   4.7635E-01
    0.1402   1.6954E+00   4.7474E-01
    0.1418   1.6936E+00   4.7341E-01
    0.1435   1.6924E+00   4.7134E-01
    0.1451   1.6913E+00   4.6978E-01
    0.1468   1.6908E+00   4.6821E-01
    0.1486   1.6907E+00   4.6666E-01
    0.1503   1.6910E+00   4.6509E-01
    0.1520   1.6915E+00   4.6352E-01
    0.1538   1.6923E+00   4.6196E-01
    0.1556   1.6933E+00   4.6039E-01
    0.1574   1.6945E+00   4.5883E-01
    0.1593   1.6959E+00   4.5726E-01
    0.1611   1.6974E+00   4.5570E-01
    0.1630   1.6990E+00   4.5413E-01
    0.1649   1.7007E+00   4.5256E-01
    0.1669   1.7025E+00   4.5100E-01
    0.1688   1.7045E+00   4.4943E-01
    0.1708   1.7064E+00   4.4787E-01
    0.1728   1.7085E+00   4.4630E-01
    0.1748   1.7106E+00   4.4474E-01
    0.1768   1.7128E+00   4.4317E-01
    0.1789   1.7150E+00   4.4160E-01
    0.1810   1.7173E+00   4.4004E-01
    0.1831   1.7196E+00   4.3847E-01
    0.1852   1.7220E+00   4.3691E-01
    0.1874   1.7244E+00   4.3534E-01
    0.1896   1.7268E+00   4.3378E-01
    0.1918   1.7292E+00   4.3221E-01
    0.1941   1.7317E+00   4.3064E-01
    0.1963   1.7342E+00   4.2908E-01
    0.1986   1.7367E+00   4.2751E-01
    0.2009   1.7392E+00   4.2595E-01
    0.2033   1.7418E+00   4.2438E-01
    0.2057   1.7444E+00   4.2282E-01
    0.2081   1.7469E+00   4.2125E-01
    0.2105   1.7495E+00   4.1968E-01
    0.2130   1.7521E+00   4.1812E-01
    0.2154   1.7547E+00   4.1655E-01
    0.2180   1.7574E+00   4.1499E-01
    0.2205   1.7600E+00   4.1342E-01
    0.2231   1.7626E+00   4.1186E-01
    0.2257   1.7652E+00   4.1029E-01
    0.2283   1.7679E+00   4.0872E-01
    0.2310   1.7705E+00   4.0716E-01
    0.2337   1.7732E+00   4.0559E-01
    0.2364   1.7758E+00   4.0403E-01
    0.2392   1.7785E+00   4.0246E-01
    0.2420   1.7811E+00   4.0090E-01
    0.2448   1.7838E+00   3.9933E-01
    0.2477   1.7864E+00   3.9776E-01
    0.2506   1.7891E+00   3.9620E-01
    0.2535   1.7917E+00   3.9463E-01
    0.2565   1.7944E+00   3.9307E-01
    0.2594   1.7970E+00   3.9150E-01
    0.2625   1.7997E+00   3.8994E-01
    0.2655   1.8023E+00   3.8837E-01
    0.2686   1.8050E+00   3.8681E-01
    0.2718   1.8076E+00   3.8524E-01
    0.2750   1.8102E+00   3.8367E-01
    0.2782   1.8128E+00   3.8211E-01
    0.2814   1.8155E+00   3.8054E-01
    0.2847   1.8181E+00   3.7898E-01
    0.2880   1.8207E+00   3.7741E-01
    0.2914   1.8233E+00   3.7584E-01
    0.2948   1.8259E+00   3.7428E-01
    0.2983   1.8285E+00   3.7271E-01
    0.3017   1.8310E+00   3.7115E-01
    0.3053   1.8336E+00   3.6958E-01
    0.3088   1.8362E+00   3.6802E-01
    0.3124   1.8388E+00   3.6645E-01
    0.3161   1.8413E+00   3.6489E-01
    0.3198   1.8439E+00   3.6332E-01
    0.3235   1.8464E+00   3.6175E-01
    0.3273   1.8489E+00   3.6019E-01
    0.3311   1.8515E+00   3.5862E-01
    0.3350   1.8540E+00   3.5706E-01
    0.3389   1.8565E+00   3.5549E-01
    0.3429   1.8590E+00   3.5393E-01
    0.3469   1.8615E+00   3.5236E-01
    0.3509   1.8640E+00   3.5079E-01
    0.3550   1.8664E+00   3.4923E-01
    0.3592   1.8689E+00   3.4766E-01
    0.3634   1.8714E+00   3.4610E-01
    0.3676   1.8738E+00   3.4453E-01
    0.3719   1.8762E+00   3.4296E-01
    0.3763   1.8787E+00   3.4140E-01
    0.3807   1.8811E+00   3.3983E-01
    0.3851   1.8835E+00   3.3827E-01
    0.3896   1.8859E+00   3.3670E-01
    0.3942   1.8883E+00   3.3514E-01
    0.3988   1.8907E+00   3.3357E-01
    0.4034   1.8931E+00   3.3200E-01
    0.4081   1.8954E+00   3.3044E-01
    0.4129   1.8978E+00   3.2887E-01
    0.4177   1.9001E+00   3.2731E-01
    0.4226   1.9025E+00   3.2574E-01
    0.4275   1.9048E+00   3.2418E-01
    0.4325   1.9071E+00   3.2261E-01
    0.4376   1.9094E+00   3.2104E-01
    0.4427   1.9117E+00   3.1948E-01
    0.4479   1.9140E+00   3.1791E-01
    0.4531   1.9162E+00   3.1635E-01
    0.4584   1.9185E+00   3.1478E-01
    0.4638   1.9208E+00   3.1322E-01
    0.4692   1.9230E+00   3.1165E-01
    0.4747   1.9252E+00   3.1009E-01
    0.4802   1.9274E+00   3.0852E-01
    0.4858   1.9297E+00   3.0695E-01
    0.4915   1.9319E+00   3.0539E-01
    0.4972   1.9340E+00   3.0382E-01
    0.5031   1.9362E+00   3.0226E-01
    0.5089   1.9384E+00   3.0069E-01
    0.5149   1.9405E+00   2.9912E-01
    0.5209   1.9427E+00   2.9756E-01
    0.5270   1.9448E+00   2.9599E-01
    0.5331   1.9469E+00   2.9443E-01
    0.5394   1.9490E+00   2.9286E-01
    0.5457   1.9511E+00   2.9130E-01
    0.5520   1.9532E+00   2.8973E-01
    0.5585   1.9553E+00   2.8817E-01
    0.5650   1.9574E+00   2.8660E-01
    0.5716   1.9594E+00   2.8503E-01
    0.5783   1.9615E+00   2.8347E-01
    0.5851   1.9635E+00   2.8190E-01
    0.5919   1.9655E+00   2.8034E-01
    0.5988   1.9675E+00   2.7877E-01
    0.6058   1.9695E+00   2.7720E-01
    0.6129   1.9715E+00   2.7564E-01
    0.6201   1.9735E+00   2.7407E-01
    0.6273   1.9755E+00   2.7251E-01
    0.6346   1.9774E+00   2.7094E-01
    0.6420   1.9793E+00   2.6938E-01
    0.6495   1.9813E+00   2.6781E-01
