   WAVE        REDDENING
    cm
2.260651e-01 0.000000e+00
2.287066e-01 0.000000e+00
2.313789e-01 0.000000e+00
2.340824e-01 0.000000e+00
2.368175e-01 0.000000e+00
2.395846e-01 0.000000e+00
2.423840e-01 0.000000e+00
2.452161e-01 0.000000e+00
2.480813e-01 0.000000e+00
2.509799e-01 0.000000e+00
2.539125e-01 0.000000e+00
2.568793e-01 0.000000e+00
2.598808e-01 0.000000e+00
2.629173e-01 0.000000e+00
2.659894e-01 0.000000e+00
2.690973e-01 0.000000e+00
2.722415e-01 0.000000e+00
2.754225e-01 0.000000e+00
2.786407e-01 0.000000e+00
2.818964e-01 0.000000e+00
2.851902e-01 0.000000e+00
2.885225e-01 0.000000e+00
2.918937e-01 0.000000e+00
2.953043e-01 0.000000e+00
2.987547e-01 0.000000e+00
3.022455e-01 0.000000e+00
3.057770e-01 0.000000e+00
3.093499e-01 0.000000e+00
3.129644e-01 0.000000e+00
3.166212e-01 0.000000e+00
3.203208e-01 0.000000e+00
3.240635e-01 0.000000e+00
3.278500e-01 0.000000e+00
3.316807e-01 0.000000e+00
3.355562e-01 0.000000e+00
3.394770e-01 0.000000e+00
3.434436e-01 0.000000e+00
3.474565e-01 0.000000e+00
3.515163e-01 0.000000e+00
3.556236e-01 0.000000e+00
3.597788e-01 0.000000e+00
3.639826e-01 0.000000e+00
3.682355e-01 0.000000e+00
3.725381e-01 0.000000e+00
3.768910e-01 0.000000e+00
3.812948e-01 0.000000e+00
3.857500e-01 0.000000e+00
3.902572e-01 0.000000e+00
3.948171e-01 0.000000e+00
3.994303e-01 0.000000e+00
4.040974e-01 0.000000e+00
4.088191e-01 0.000000e+00
4.135959e-01 0.000000e+00
4.184285e-01 0.000000e+00
4.233176e-01 0.000000e+00
4.282638e-01 0.000000e+00
4.332678e-01 0.000000e+00
4.383302e-01 0.000000e+00
4.434519e-01 0.000000e+00
4.486333e-01 0.000000e+00
4.538753e-01 0.000000e+00
4.591786e-01 0.000000e+00
4.645438e-01 0.000000e+00
4.699717e-01 0.000000e+00
4.754631e-01 0.000000e+00
4.810186e-01 0.000000e+00
4.866390e-01 0.000000e+00
4.923251e-01 0.000000e+00
4.980776e-01 0.000000e+00
5.038973e-01 0.000000e+00
5.097850e-01 0.000000e+00
5.157416e-01 0.000000e+00
5.217677e-01 0.000000e+00
5.278642e-01 0.000000e+00
5.340320e-01 0.000000e+00
5.402718e-01 0.000000e+00
5.465846e-01 0.000000e+00
5.529711e-01 0.000000e+00
5.594322e-01 0.000000e+00
5.659689e-01 0.000000e+00
5.725819e-01 0.000000e+00
5.792721e-01 0.000000e+00
5.860406e-01 0.000000e+00
5.928881e-01 0.000000e+00
5.998156e-01 0.000000e+00
6.068241e-01 0.000000e+00
6.139145e-01 0.000000e+00
6.210877e-01 0.000000e+00
6.283448e-01 0.000000e+00
6.356866e-01 0.000000e+00
6.431142e-01 0.000000e+00
6.506286e-01 0.000000e+00
6.582308e-01 0.000000e+00
6.659218e-01 0.000000e+00
6.737027e-01 0.000000e+00
6.815745e-01 0.000000e+00
6.895383e-01 0.000000e+00
6.975951e-01 0.000000e+00
7.057461e-01 0.000000e+00
7.139923e-01 0.000000e+00
7.223349e-01 0.000000e+00
7.307749e-01 0.000000e+00
7.393136e-01 0.000000e+00
7.479520e-01 0.000000e+00
7.566914e-01 0.000000e+00
7.655329e-01 0.000000e+00
7.744777e-01 0.000000e+00
7.835270e-01 0.000000e+00
7.926820e-01 0.000000e+00
8.019440e-01 0.000000e+00
8.113142e-01 0.000000e+00
8.207939e-01 0.000000e+00
8.303844e-01 0.000000e+00
8.400870e-01 0.000000e+00
8.499029e-01 0.000000e+00
8.598335e-01 0.000000e+00
8.698801e-01 0.000000e+00
8.800441e-01 0.000000e+00
8.903269e-01 0.000000e+00
9.007298e-01 0.000000e+00
9.112543e-01 0.000000e+00
9.219018e-01 0.000000e+00
9.326736e-01 0.000000e+00
9.435714e-01 0.000000e+00
9.545964e-01 0.000000e+00
9.657503e-01 0.000000e+00
9.770345e-01 0.000000e+00
9.884506e-01 0.000000e+00
1.000000e+00 0.000000e+00
